Year,Age,Country,mx,logmx,Sex,Country_fact,Sex_fact,mx_scale,mx_deep_reg,mx_deep_reg_full
2016,84,GBRTENW,0.090833,-2.39873262327845,Male,17,1,0.708151656511976,0.0924052448905083,0.0924052448905083
2016,85,GBRTENW,0.101875,-2.28400870742111,Male,17,1,0.716963572654438,0.10125404490323,0.10125404490323
2016,86,GBRTENW,0.113485,-2.1760846093847,Male,17,1,0.725253196439859,0.113331032474585,0.113331032474585
2016,87,GBRTENW,0.126093,-2.07073554905089,Male,17,1,0.733345032204104,0.131084838238209,0.131084838238209
2016,88,GBRTENW,0.143693,-1.94007619967934,Male,17,1,0.743380945128507,0.147722814261161,0.147722814261161
2016,89,GBRTENW,0.160853,-1.82726437455402,Male,17,1,0.752045994045757,0.160385336652401,0.160385336652401
2016,90,GBRTENW,0.181407,-1.70701215329149,Male,17,1,0.761282537985103,0.174817951724689,0.174817951724689
2016,91,GBRTENW,0.197553,-1.62174837621119,Male,17,1,0.767831628015777,0.197227490602605,0.197227490602605
2016,92,GBRTENW,0.217666,-1.52479350116564,Male,17,1,0.775278708444644,0.216231745970573,0.216231745970573
2016,93,GBRTENW,0.249848,-1.38690254602684,Male,17,1,0.785870079253483,0.230982886847686,0.230982886847686
2016,94,GBRTENW,0.272529,-1.30001024852291,Male,17,1,0.792544255542781,0.272522409239472,0.272522409239472
2016,95,GBRTENW,0.297106,-1.21366630149703,Male,17,1,0.799176313164901,0.286452761960017,0.286452761960017
2016,96,GBRTENW,0.347265,-1.05766710173635,Male,17,1,0.811158573849689,0.299103384388198,0.299103384388198
2016,97,GBRTENW,0.348589,-1.05386170118467,Male,17,1,0.811450865742789,0.316476003203455,0.316476003203455
2016,98,GBRTENW,0.378665,-0.971103369787287,Male,17,1,0.817807513098435,0.36777282037419,0.36777282037419
2016,99,GBRTENW,0.400163,-0.915883314879731,Male,17,1,0.822048952118286,0.37131494376151,0.37131494376151
